                    2	0	ACT0	0	3	 07ff
                    4	0	ACT1	0	3	 07ff
                   80	0	RD0	0	3	 3f0
                   82	0	RD1	0	3	 3f0
                  156	0	PRE	0	3	 
                  232	0	ACT0	0	3	 07ff
                  234	0	ACT1	0	3	 07ff
                  310	0	RD0	0	3	 3f0
                  312	0	RD1	0	3	 3f0
                  386	0	PRE	0	3	 
                 3002	0	ACT0	4	3	 43ff
                 3004	0	ACT1	4	3	 43ff
                 3080	0	WR0	4	3	 3f8
                 3082	0	WR1	4	3	 3f8
                 3234	0	PRE	4	3	 
                 4002	0	ACT0	6	3	 0494
                 4004	0	ACT1	6	3	 0494
                 4080	0	RD0	6	3	 14c
                 4082	0	RD1	6	3	 14c
                 4156	0	PRE	6	3	 
                 4232	0	ACT0	6	3	 0494
                 4234	0	ACT1	6	3	 0494
                 4310	0	RD0	6	3	 14c
                 4312	0	RD1	6	3	 14c
                 4386	0	PRE	6	3	 
                 4462	0	ACT0	6	3	 0494
                 4464	0	ACT1	6	3	 0494
                 4540	0	WR0	6	3	 14c
                 4542	0	WR1	6	3	 14c
                 4694	0	PRE	6	3	 
                 4770	0	ACT0	2	3	 0689
                 4772	0	ACT1	2	3	 0689
                 4848	0	RD0	2	3	 144
                 4850	0	RD1	2	3	 144
                 4924	0	PRE	2	3	 
                 5000	1	ACT0	0	3	 07ff
                 5002	1	ACT1	0	3	 07ff
                 5078	1	RD0	0	3	 3f0
                 5080	1	RD1	0	3	 3f0
                 5154	1	PRE	0	3	 
                 5230	0	ACT0	0	3	 07ff
                 5232	0	ACT1	0	3	 07ff
                 5308	0	WR0	0	3	 3f0
                 5310	0	WR1	0	3	 3f0
                 5462	0	PRE	0	3	 
